City,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
548,Yar-Sale,RU,2020-10-25 15:55:52,66.83,70.83,12.97,96,14,9.51,few clouds
549,Umba,RU,2020-10-25 15:55:53,66.69,34.34,27.32,97,0,7.27,clear sky
550,Keti Bandar,PK,2020-10-25 15:55:53,24.14,67.45,80.55,50,0,6.35,clear sky
551,Dali,CN,2020-10-25 15:55:53,25.7,100.18,58.26,88,8,3.83,clear sky
552,Fostoria,US,2020-10-25 15:55:53,41.16,-83.42,48.99,70,89,8.01,overcast clouds
553,Doka,SD,2020-10-25 15:55:54,13.52,35.77,85.37,41,4,1.52,clear sky
554,Cap-Aux-Meules,CA,2020-10-25 15:55:54,47.38,-61.86,41.0,65,75,27.51,broken clouds
555,Bataysk,RU,2020-10-25 15:55:54,47.14,39.75,59.0,67,20,8.95,few clouds
556,Makat,KZ,2020-10-25 15:55:54,47.65,53.35,58.89,68,100,18.3,overcast clouds
557,Vagay,RU,2020-10-25 15:55:54,57.94,69.02,34.57,98,100,5.01,overcast clouds
558,Alofi,NU,2020-10-25 15:55:54,-19.06,-169.92,73.4,94,100,10.29,light rain
559,Mount Darwin,ZW,2020-10-25 15:55:54,-16.77,31.58,83.84,23,1,5.5,clear sky
560,Jieshi,CN,2020-10-25 15:55:54,22.81,115.83,71.1,83,99,15.95,overcast clouds
561,Ponta Delgada,PT,2020-10-25 15:53:05,37.73,-25.67,68.0,64,40,12.75,shower rain
562,Faro,PT,2020-10-25 15:54:36,37.02,-7.93,68.0,82,75,16.11,broken clouds
563,Manta,EC,2020-10-25 15:55:55,-0.95,-80.73,77.0,73,90,4.7,overcast clouds
564,Blagoyevo,RU,2020-10-25 15:55:55,63.37,47.92,26.37,98,96,4.79,overcast clouds
565,Xining,CN,2020-10-25 15:55:55,36.62,101.77,40.48,58,89,2.53,overcast clouds
566,Arlit,NE,2020-10-25 15:55:55,18.74,7.39,92.79,10,0,7.43,clear sky
567,Okhotsk,RU,2020-10-25 15:55:55,59.38,143.3,34.97,83,95,25.37,overcast clouds
568,Asmara,ER,2020-10-25 15:55:56,15.33,38.93,61.88,61,79,6.91,broken clouds
569,Elesbao Veloso,BR,2020-10-25 15:55:56,-6.2,-42.14,101.17,29,72,1.63,broken clouds
570,Lata,PT,2020-10-25 15:55:56,40.16,-8.33,63.0,79,99,3.0,overcast clouds
571,Sidi Ali,DZ,2020-10-25 15:55:56,36.1,0.42,66.47,64,0,10.85,clear sky
572,Florencia,IT,2020-10-25 15:51:08,43.77,11.25,68.0,68,40,5.82,scattered clouds
573,Villamontes,BO,2020-10-25 15:55:56,-21.25,-63.5,108.18,21,45,8.9,scattered clouds
574,Nampa,US,2020-10-25 15:55:01,43.54,-116.56,30.2,58,1,16.11,clear sky
575,Mitsamiouli,KM,2020-10-25 15:55:56,-11.38,43.28,79.57,73,0,10.51,clear sky
576,Magalia,US,2020-10-25 15:55:57,39.81,-121.58,55.0,71,20,4.09,few clouds
577,Nurota,UZ,2020-10-25 15:55:57,40.56,65.69,50.0,31,2,4.7,clear sky
578,Superior,US,2020-10-25 15:55:57,46.72,-92.1,28.4,63,90,5.82,overcast clouds
579,Tigre,AR,2020-10-25 15:55:57,-34.43,-58.58,69.01,100,90,6.93,light rain
580,Shakopee,US,2020-10-25 15:54:42,44.8,-93.53,28.0,73,90,10.29,light rain
581,Manzanillo,CU,2020-10-25 15:55:57,20.34,-77.12,83.93,72,99,1.7,moderate rain
582,Praya,CV,2020-10-25 15:55:57,14.92,-23.51,86.0,55,0,19.46,clear sky
583,Santa Cruz,BO,2020-10-25 15:55:58,-17.8,-63.17,93.2,49,75,24.16,broken clouds
